"CIF","CARDNUMBER","TRANSACTIONID"
7,"425-86-2712",744940
8,"830-04-7362",926302
9,"564-28-0407",409329
10,"077-14-3850",543615
11,"748-68-5701",686158
1,"348-14-6088",729000
2,"285-83-6186",789401
3,"811-84-3310",246400
4,"773-80-8680",528947
5,"171-24-1530",452849
6,"110-44-7471",372021
7,"425-86-2712",349363
8,"830-04-7362",793532
9,"564-28-0407",921525
10,"077-14-3850",883410
11,"748-68-5701",271945
12,"031-57-1657",762379
13,"142-35-0766",263834
14,"145-28-6565",554634
15,"112-63-6481",422988
16,"853-42-5384",896939
17,"832-23-2782",199427
18,"702-72-3427",638612
19,"010-51-1700",337475
20,"355-41-2463",645226
21,"725-05-6638",339133
22,"105-78-4218",343243
23,"043-88-2028",962770
24,"865-72-7506",125232
25,"565-50-8781",583595
26,"358-87-6367",777624
27,"778-08-5267",236950
28,"322-56-6040",716216
29,"417-50-2805",720959
30,"478-77-0168",923090
31,"057-47-0307",797960
32,"731-01-3327",111085
33,"084-76-7037",623682
34,"667-88-5438",689960
35,"775-26-1206",488034
36,"723-13-7731",946656
37,"377-16-0536",873094
38,"588-25-0202",477179
39,"573-50-0347",911472
40,"801-64-4471",960924
41,"354-16-2062",618656
42,"837-86-6353",372936
43,"471-02-2438",428321
44,"745-84-5503",951469
45,"542-35-2342",161761
46,"161-78-0226",907109
47,"100-74-7353",106205
48,"821-51-0773",721571
49,"500-88-5554",407139
50,"362-64-7780",461633
51,"671-68-5564",957229
52,"060-11-2111",702693
53,"682-81-7633",142040
54,"710-87-8515",617546
55,"804-18-1012",465736
56,"117-77-0065",446037
57,"624-13-0454",504432
58,"328-13-7268",962756
59,"461-25-2550",296169
60,"347-47-0667",668323
61,"134-35-4852",598085
62,"105-66-5586",487106
63,"345-71-0885",569078
64,"636-02-3822",662114
65,"583-85-7164",802837
66,"803-22-4017",329653
67,"824-65-1518",128150
68,"348-74-5400",685749
69,"075-68-1033",299189
70,"428-12-4181",986733
71,"606-32-8656",808972
72,"810-82-6185",217376
73,"773-36-5267",430835
74,"011-20-5434",956053
75,"181-68-1544",135871
76,"816-73-7264",284722
77,"637-18-8217",201992
78,"427-26-4174",899444
79,"232-33-8711",164139
80,"323-08-2058",418604
81,"001-78-5567",818136
82,"478-83-4181",856688
83,"536-34-7814",434028
84,"478-07-6871",947445
85,"031-21-8088",608718
86,"842-34-2305",734492
87,"652-07-4277",459955
88,"458-65-8450",773257
89,"760-55-5756",221872
90,"664-42-2061",610190
91,"872-51-8188",487555
92,"623-81-7544",444015
93,"170-78-2658",291195
94,"481-16-5303",849571
95,"682-58-1827",982984
96,"504-33-0552",473956
97,"134-40-3885",364613
98,"438-28-8232",514861
99,"418-87-2656",860921
100,"160-61-7604",146558
1,"348-14-6088",411257
2,"285-83-6186",237138
3,"811-84-3310",105814
4,"773-80-8680",765933
5,"171-24-1530",466287
6,"110-44-7471",491246
7,"425-86-2712",601869
8,"830-04-7362",330830
9,"564-28-0407",619633
10,"077-14-3850",834837
11,"748-68-5701",445950
1,"348-14-6088",846942
2,"285-83-6186",122905
3,"811-84-3310",861673
4,"773-80-8680",406609
5,"171-24-1530",386030
6,"110-44-7471",407245
7,"425-86-2712",105935
8,"830-04-7362",531570
9,"564-28-0407",727832
10,"077-14-3850",423363
11,"748-68-5701",925233
12,"031-57-1657",237276
13,"142-35-0766",654860
14,"145-28-6565",132254
15,"112-63-6481",432356
16,"853-42-5384",859454
17,"832-23-2782",872660
18,"702-72-3427",486692
19,"010-51-1700",989163
20,"355-41-2463",314272
21,"725-05-6638",856584
22,"105-78-4218",770640
23,"043-88-2028",739224
24,"865-72-7506",834814
25,"565-50-8781",121016
26,"358-87-6367",923719
27,"778-08-5267",387869
28,"322-56-6040",203306
29,"417-50-2805",893841
30,"478-77-0168",357588
31,"057-47-0307",240443
32,"731-01-3327",186380
33,"084-76-7037",100124
34,"667-88-5438",860874
35,"775-26-1206",380733
36,"723-13-7731",507795
37,"377-16-0536",302213
38,"588-25-0202",843527
39,"573-50-0347",854639
40,"801-64-4471",407457
41,"354-16-2062",358250
42,"837-86-6353",458755
43,"471-02-2438",571888
44,"745-84-5503",912202
45,"542-35-2342",980956
46,"161-78-0226",200547
47,"100-74-7353",961803
48,"821-51-0773",609979
49,"500-88-5554",986056
50,"362-64-7780",109170
51,"671-68-5564",164062
52,"060-11-2111",834268
53,"682-81-7633",606323
54,"710-87-8515",604916
55,"804-18-1012",195576
56,"117-77-0065",277881
57,"624-13-0454",367348
58,"328-13-7268",956332
59,"461-25-2550",996950
60,"347-47-0667",586479
61,"134-35-4852",248002
62,"105-66-5586",321065
63,"345-71-0885",697791
64,"636-02-3822",219234
65,"583-85-7164",646224
66,"803-22-4017",951978
67,"824-65-1518",492435
68,"348-74-5400",192838
69,"075-68-1033",209236
70,"428-12-4181",437425
71,"606-32-8656",931395
72,"810-82-6185",975994
73,"773-36-5267",384700
74,"011-20-5434",622020
75,"181-68-1544",957791
76,"816-73-7264",808792
77,"637-18-8217",677941
78,"427-26-4174",724419
79,"232-33-8711",687760
80,"323-08-2058",856904
81,"001-78-5567",226551
82,"478-83-4181",737452
83,"536-34-7814",548125
84,"478-07-6871",883985
85,"031-21-8088",686284
86,"842-34-2305",757181
87,"652-07-4277",787683
88,"458-65-8450",894407
89,"760-55-5756",127715
90,"664-42-2061",812771
91,"872-51-8188",461538
92,"623-81-7544",698968
93,"170-78-2658",692388
94,"481-16-5303",672022
95,"682-58-1827",686560
96,"504-33-0552",375690
97,"134-40-3885",863524
98,"438-28-8232",124865
99,"418-87-2656",510484
100,"160-61-7604",543462
1,"348-14-6088",660027
2,"285-83-6186",458241
3,"811-84-3310",864944
4,"773-80-8680",599667
5,"171-24-1530",900690
6,"110-44-7471",976965
7,"425-86-2712",503986
8,"830-04-7362",611172
9,"564-28-0407",893459
10,"077-14-3850",896179
11,"748-68-5701",117348
1,"348-14-6088",441632
2,"285-83-6186",332855
3,"811-84-3310",925901
4,"773-80-8680",653099
5,"171-24-1530",629306
6,"110-44-7471",330624
7,"425-86-2712",565270
8,"830-04-7362",408007
9,"564-28-0407",111201
10,"077-14-3850",495518
11,"748-68-5701",893755
12,"031-57-1657",259403
13,"142-35-0766",258643
14,"145-28-6565",712284
15,"112-63-6481",920494
16,"853-42-5384",212418
17,"832-23-2782",501466
18,"702-72-3427",526188
19,"010-51-1700",787688
20,"355-41-2463",683595
21,"725-05-6638",716452
22,"105-78-4218",307588
23,"043-88-2028",638786
24,"865-72-7506",695402
25,"565-50-8781",889327
26,"358-87-6367",191706
27,"778-08-5267",895169
28,"322-56-6040",884524
29,"417-50-2805",283027
30,"478-77-0168",457860
31,"057-47-0307",103787
32,"731-01-3327",577012
33,"084-76-7037",846284
34,"667-88-5438",516842
35,"775-26-1206",154352
36,"723-13-7731",586168
37,"377-16-0536",386493
38,"588-25-0202",160509
39,"573-50-0347",104644
40,"801-64-4471",918519
41,"354-16-2062",273717
42,"837-86-6353",224037
43,"471-02-2438",782192
44,"745-84-5503",437473
45,"542-35-2342",782616
46,"161-78-0226",933120
47,"100-74-7353",468483
48,"821-51-0773",992473
49,"500-88-5554",231619
50,"362-64-7780",901255
51,"671-68-5564",293172
52,"060-11-2111",668077
53,"682-81-7633",310816
54,"710-87-8515",887121
55,"804-18-1012",513128
56,"117-77-0065",337055
57,"624-13-0454",507037
58,"328-13-7268",119140
59,"461-25-2550",567103
60,"347-47-0667",387488
61,"134-35-4852",495415
62,"105-66-5586",365148
63,"345-71-0885",823996
64,"636-02-3822",617272
65,"583-85-7164",820025
66,"803-22-4017",875558
67,"824-65-1518",851523
68,"348-74-5400",948082
69,"075-68-1033",428980
70,"428-12-4181",399966
71,"606-32-8656",948894
72,"810-82-6185",868861
73,"773-36-5267",553984
74,"011-20-5434",753533
75,"181-68-1544",209091
76,"816-73-7264",950004
77,"637-18-8217",793708
78,"427-26-4174",225767
79,"232-33-8711",367715
80,"323-08-2058",876790
81,"001-78-5567",639080
82,"478-83-4181",106593
83,"536-34-7814",691518
84,"478-07-6871",256204
85,"031-21-8088",142698
86,"842-34-2305",417000
87,"652-07-4277",964347
88,"458-65-8450",343318
89,"760-55-5756",102615
90,"664-42-2061",849984
91,"872-51-8188",647449
92,"623-81-7544",644311
93,"170-78-2658",678392
94,"481-16-5303",387600
95,"682-58-1827",820294
96,"504-33-0552",568601
97,"134-40-3885",155210
98,"438-28-8232",592045
99,"418-87-2656",360972
100,"160-61-7604",481981
1,"348-14-6088",713916
2,"285-83-6186",589930
3,"811-84-3310",465712
4,"773-80-8680",278693
5,"171-24-1530",710535
6,"110-44-7471",287799
7,"425-86-2712",357467
8,"830-04-7362",933524
9,"564-28-0407",501030
10,"077-14-3850",839832
11,"748-68-5701",898669
1,"348-14-6088",953258
2,"285-83-6186",891364
3,"811-84-3310",780033
4,"773-80-8680",659244
5,"171-24-1530",138161
6,"110-44-7471",141931
7,"425-86-2712",196933
8,"830-04-7362",396566
9,"564-28-0407",900695
10,"077-14-3850",135922
11,"748-68-5701",172999
12,"031-57-1657",583779
13,"142-35-0766",964241
14,"145-28-6565",468919
15,"112-63-6481",436949
16,"853-42-5384",893010
17,"832-23-2782",942511
18,"702-72-3427",710668
19,"010-51-1700",697211
20,"355-41-2463",827025
21,"725-05-6638",732631
22,"105-78-4218",901813
23,"043-88-2028",715412
24,"865-72-7506",224005
25,"565-50-8781",876696
26,"358-87-6367",125709
27,"778-08-5267",876181
28,"322-56-6040",828724
29,"417-50-2805",698169
30,"478-77-0168",151433
31,"057-47-0307",243786
32,"731-01-3327",240544
33,"084-76-7037",939885
34,"667-88-5438",358220
35,"775-26-1206",317704
36,"723-13-7731",872741
37,"377-16-0536",982553
38,"588-25-0202",472801
39,"573-50-0347",634925
40,"801-64-4471",255250
41,"354-16-2062",244374
42,"837-86-6353",918408
43,"471-02-2438",468480
44,"745-84-5503",393046
45,"542-35-2342",890709
46,"161-78-0226",433206
47,"100-74-7353",197374
48,"821-51-0773",176727
49,"500-88-5554",730690
50,"362-64-7780",762306
51,"671-68-5564",137443
52,"060-11-2111",241757
53,"682-81-7633",355348
54,"710-87-8515",104144
55,"804-18-1012",842843
56,"117-77-0065",255290
57,"624-13-0454",781156
58,"328-13-7268",546115
59,"461-25-2550",238606
60,"347-47-0667",167981
61,"134-35-4852",993089
62,"105-66-5586",488442
63,"345-71-0885",301204
64,"636-02-3822",725628
65,"583-85-7164",178845
66,"803-22-4017",132817
67,"824-65-1518",859063
68,"348-74-5400",968546
69,"075-68-1033",110115
70,"428-12-4181",192331
71,"606-32-8656",963095
72,"810-82-6185",590806
73,"773-36-5267",876300
74,"011-20-5434",119751
75,"181-68-1544",352095
76,"816-73-7264",194663
77,"637-18-8217",948312
78,"427-26-4174",949642
79,"232-33-8711",592453
80,"323-08-2058",616086
81,"001-78-5567",828492
82,"478-83-4181",865852
83,"536-34-7814",261611
84,"478-07-6871",601162
85,"031-21-8088",108584
86,"842-34-2305",585599
87,"652-07-4277",385767
88,"458-65-8450",216793
89,"760-55-5756",665782
90,"664-42-2061",201292
91,"872-51-8188",944031
92,"623-81-7544",236291
93,"170-78-2658",890620
94,"481-16-5303",123601
95,"682-58-1827",903637
96,"504-33-0552",330810
97,"134-40-3885",646524
98,"438-28-8232",591759
99,"418-87-2656",515968
100,"160-61-7604",386419
1,"348-14-6088",372242
2,"285-83-6186",244107
3,"811-84-3310",637510
4,"773-80-8680",567917
5,"171-24-1530",726606
6,"110-44-7471",705888
7,"425-86-2712",911587
8,"830-04-7362",308166
9,"564-28-0407",886561
10,"077-14-3850",722168
11,"748-68-5701",256009
1,"348-14-6088",927307
2,"285-83-6186",722752
3,"811-84-3310",990268
4,"773-80-8680",332021
5,"171-24-1530",973079
6,"110-44-7471",941531
7,"425-86-2712",400238
8,"830-04-7362",804242
9,"564-28-0407",752816
10,"077-14-3850",428017
11,"748-68-5701",745120
12,"031-57-1657",287487
13,"142-35-0766",175123
14,"145-28-6565",816983
15,"112-63-6481",665563
16,"853-42-5384",999643
17,"832-23-2782",564172
18,"702-72-3427",910168
19,"010-51-1700",699243
20,"355-41-2463",269259
21,"725-05-6638",576694
22,"105-78-4218",750955
23,"043-88-2028",919391
24,"865-72-7506",872753
25,"565-50-8781",287093
26,"358-87-6367",936000
27,"778-08-5267",769656
28,"322-56-6040",141828
29,"417-50-2805",978636
30,"478-77-0168",847168
31,"057-47-0307",179230
32,"731-01-3327",273853
33,"084-76-7037",304862
34,"667-88-5438",113645
35,"775-26-1206",798963
36,"723-13-7731",311646
37,"377-16-0536",334046
38,"588-25-0202",479647
39,"573-50-0347",973319
40,"801-64-4471",927909
41,"354-16-2062",500342
42,"837-86-6353",333266
43,"471-02-2438",549299
44,"745-84-5503",282291
45,"542-35-2342",276792
46,"161-78-0226",808100
47,"100-74-7353",705311
48,"821-51-0773",893667
49,"500-88-5554",831229
50,"362-64-7780",847918
51,"671-68-5564",633519
52,"060-11-2111",344876
53,"682-81-7633",636595
54,"710-87-8515",105099
55,"804-18-1012",444487
56,"117-77-0065",680476
57,"624-13-0454",378803
58,"328-13-7268",545631
59,"461-25-2550",928193
60,"347-47-0667",922142
61,"134-35-4852",491362
62,"105-66-5586",377696
63,"345-71-0885",627840
64,"636-02-3822",940939
65,"583-85-7164",501210
66,"803-22-4017",923361
67,"824-65-1518",181117
68,"348-74-5400",316729
69,"075-68-1033",914078
70,"428-12-4181",118813
71,"606-32-8656",923662
72,"810-82-6185",731824
73,"773-36-5267",235182
74,"011-20-5434",689774
75,"181-68-1544",209112
76,"816-73-7264",858429
77,"637-18-8217",240351
78,"427-26-4174",199429
79,"232-33-8711",723522
80,"323-08-2058",202509
81,"001-78-5567",529331
82,"478-83-4181",674362
83,"536-34-7814",887647
84,"478-07-6871",292559
85,"031-21-8088",448600
86,"842-34-2305",580540
87,"652-07-4277",474518
88,"458-65-8450",732834
89,"760-55-5756",655040
90,"664-42-2061",787209
91,"872-51-8188",520473
92,"623-81-7544",149065
93,"170-78-2658",811667
94,"481-16-5303",317027
95,"682-58-1827",397553
96,"504-33-0552",110324
97,"134-40-3885",148731
98,"438-28-8232",573040
99,"418-87-2656",376311
100,"160-61-7604",793045
1,"348-14-6088",927742
2,"285-83-6186",382299
3,"811-84-3310",698859
4,"773-80-8680",913311
5,"171-24-1530",890888
6,"110-44-7471",703036
7,"425-86-2712",667598
8,"830-04-7362",129834
9,"564-28-0407",116474
10,"077-14-3850",694808
11,"748-68-5701",846460
1,"348-14-6088",268198
2,"285-83-6186",714566
3,"811-84-3310",990638
4,"773-80-8680",293425
5,"171-24-1530",778401
6,"110-44-7471",948890
7,"425-86-2712",977823
8,"830-04-7362",251171
9,"564-28-0407",917161
10,"077-14-3850",840642
11,"748-68-5701",375958
12,"031-57-1657",447405
13,"142-35-0766",227964
14,"145-28-6565",943755
15,"112-63-6481",649648
16,"853-42-5384",208290
17,"832-23-2782",968663
18,"702-72-3427",690704
19,"010-51-1700",879581
20,"355-41-2463",327013
21,"725-05-6638",479266
22,"105-78-4218",571087
23,"043-88-2028",125992
24,"865-72-7506",483104
25,"565-50-8781",786200
26,"358-87-6367",413861
27,"778-08-5267",633520
28,"322-56-6040",313038
29,"417-50-2805",961684
30,"478-77-0168",898730
31,"057-47-0307",220289
32,"731-01-3327",869987
33,"084-76-7037",846196
34,"667-88-5438",507651
35,"775-26-1206",748782
36,"723-13-7731",211442
37,"377-16-0536",360829
38,"588-25-0202",285870
39,"573-50-0347",582060
40,"801-64-4471",804973
41,"354-16-2062",164213
42,"837-86-6353",271772
43,"471-02-2438",327602
44,"745-84-5503",694536
45,"542-35-2342",832283
46,"161-78-0226",517761
47,"100-74-7353",674625
48,"821-51-0773",708012
49,"500-88-5554",414527
50,"362-64-7780",491874
51,"671-68-5564",624226
52,"060-11-2111",210797
53,"682-81-7633",370259
54,"710-87-8515",503191
55,"804-18-1012",594645
56,"117-77-0065",586804
57,"624-13-0454",326181
58,"328-13-7268",370710
59,"461-25-2550",179968
60,"347-47-0667",798470
61,"134-35-4852",650276
62,"105-66-5586",736873
63,"345-71-0885",682779
64,"636-02-3822",897802
65,"583-85-7164",676422
66,"803-22-4017",505112
67,"824-65-1518",106641
68,"348-74-5400",638470
69,"075-68-1033",155508
70,"428-12-4181",230590
71,"606-32-8656",283794
72,"810-82-6185",761129
73,"773-36-5267",716686
74,"011-20-5434",477184
75,"181-68-1544",321110
76,"816-73-7264",942981
77,"637-18-8217",732482
78,"427-26-4174",385712
79,"232-33-8711",300823
80,"323-08-2058",740749
81,"001-78-5567",803169
82,"478-83-4181",789922
83,"536-34-7814",560822
84,"478-07-6871",399052
85,"031-21-8088",434056
86,"842-34-2305",246669
87,"652-07-4277",565901
88,"458-65-8450",998611
89,"760-55-5756",815228
90,"664-42-2061",173661
91,"872-51-8188",544527
92,"623-81-7544",868139
93,"170-78-2658",828065
94,"481-16-5303",844178
95,"682-58-1827",626228
96,"504-33-0552",291632
97,"134-40-3885",634728
98,"438-28-8232",339515
99,"418-87-2656",709241
100,"160-61-7604",795767
1,"348-14-6088",216802
2,"285-83-6186",809661
3,"811-84-3310",273395
4,"773-80-8680",285585
5,"171-24-1530",701130
6,"110-44-7471",423198
7,"425-86-2712",276133
8,"830-04-7362",881878
9,"564-28-0407",284837
10,"077-14-3850",275817
11,"748-68-5701",628378
1,"348-14-6088",514052
2,"285-83-6186",375634
3,"811-84-3310",512989
4,"773-80-8680",678195
5,"171-24-1530",198265
6,"110-44-7471",504149
7,"425-86-2712",143582
8,"830-04-7362",865045
9,"564-28-0407",107834
10,"077-14-3850",627574
11,"748-68-5701",138455
12,"031-57-1657",982823
13,"142-35-0766",367946
14,"145-28-6565",277342
15,"112-63-6481",499657
16,"853-42-5384",821849
17,"832-23-2782",363458
18,"702-72-3427",888821
19,"010-51-1700",313925
20,"355-41-2463",358094
21,"725-05-6638",511142
22,"105-78-4218",259661
23,"043-88-2028",441723
24,"865-72-7506",661461
25,"565-50-8781",834968
26,"358-87-6367",524780
27,"778-08-5267",881857
28,"322-56-6040",352775
29,"417-50-2805",547497
30,"478-77-0168",581035
31,"057-47-0307",103637
32,"731-01-3327",283863
33,"084-76-7037",949571
34,"667-88-5438",529397
35,"775-26-1206",641507
36,"723-13-7731",730079
37,"377-16-0536",677780
38,"588-25-0202",455384
39,"573-50-0347",472035
40,"801-64-4471",993047
41,"354-16-2062",161909
42,"837-86-6353",642954
43,"471-02-2438",230332
44,"745-84-5503",583400
45,"542-35-2342",867498
46,"161-78-0226",334260
47,"100-74-7353",873280
48,"821-51-0773",481514
49,"500-88-5554",263743
50,"362-64-7780",350859
51,"671-68-5564",339876
52,"060-11-2111",162105
53,"682-81-7633",397648
54,"710-87-8515",307389
55,"804-18-1012",867386
56,"117-77-0065",373518
57,"624-13-0454",678121
58,"328-13-7268",909904
59,"461-25-2550",168701
60,"347-47-0667",482441
61,"134-35-4852",289950
62,"105-66-5586",315229
63,"345-71-0885",234040
64,"636-02-3822",839356
65,"583-85-7164",630722
